1280,3.8797735732856533,-0.47512682915773796,4.785661504915654,0.20768745288350043
1281,3.8797735732856533,-0.47512682915773796,4.785661504915654,0.20768745288350043
1283,3.8797735732856533,-0.47512682915773796,4.785661504915654,0.20768745288350043
1284,3.878617381367892,-0.48219434997547284,4.781596374916022,0.2012526017850904
1285,3.8774676880263956,-0.4892626399916655,4.77753334071387,0.19481662572356973
1286,3.8763244968698816,-0.49633169626808904,4.773472404896846,0.18837952227835686
1288,3.8895618433344263,-0.4624839170128552,4.7863427716569,0.22008448499022482
1289,3.905117627284887,-0.4145248256367191,4.807328987915376,0.26466485526076866
1290,3.7458914943674415,-0.44999676099455055,4.6919483218530935,0.2493463586068101
1291,3.871865381815375,-0.42170457563661623,4.793069625793804,0.2600895812583919
1293,3.9009967286801563,-0.48166629271999906,4.757175461619176,0.20506174243822572
1294,3.9409214287290797,-0.4611489817546568,4.803190598911488,0.2180963222245662
1295,3.8398337214393323,-0.47683078278947466,4.751679873724033,0.21175602609080357
1296,3.759269435775326,-0.47373842436879077,4.746815791874435,0.21656631351393907
1298,3.7644288971481554,-0.47018601156637674,4.667816239830113,0.23271820786577546
1299,3.6684655350915243,-0.424563515826204,4.6514485710331845,0.28244068267201783
1300,3.5843051539216133,-0.43487634798313524,4.635761216307142,0.27560959879570435
1301,3.802603611487983,-0.4306906754797639,4.691049736049379,0.2678844367729085
1303,3.716201935395859,-0.46254998346827625,4.720858999414128,0.232382704515409
1304,3.6945269335302338,-0.4577112861083976,4.6927844680060735,0.24208853254799623
1305,3.6973019462356507,-0.4477902102983764,4.699264934274435,0.25090097077441476
1306,3.662033425026953,-0.3350962386908085,4.667624170274803,0.3692463468023459
1308,3.561458792992545,-0.4083308465807405,4.544255532313103,0.3185144299221814
1309,3.5603167793526826,-0.4042803739428402,4.5302005452658465,0.32504005993016305
1310,3.559285360550412,-0.4002333041245403,4.516189266036154,0.3315464458716679
1311,3.487227693058229,-0.3925917716650589,4.514231736016233,0.34066266425325864
1313,3.446166458621352,-0.4549813048271574,4.393681381360244,0.3009693972977341
1314,3.37784478498997,-0.43954208855724985,4.325968138549556,0.33061662383958046
1315,3.3428597818608234,-0.4394214086371355,4.294290698189518,0.3376613347303312
1316,3.307902158311872,-0.4393606100659575,4.2626862315071765,0.344766793459093
1318,3.224945449892153,-0.45852377384405063,4.204140606556629,0.3395825895540008
1319,3.3112629414496246,-0.4599132484720263,4.167452136723607,0.3422326552603905
1320,3.132476495506699,-0.46524534846664567,4.104968943934529,0.3562427309126188
1321,3.134802258937724,-0.5124948861662624,4.015115098164771,0.32751728920110956
1323,2.9439820526712164,-0.5355138563401636,3.9484300593777077,0.327721019781396
1324,3.0333391198858792,-0.5405387912764494,4.01194433395026,0.3046823337579898
1325,3.027874102618321,-0.5914551380626456,3.9146797331943164,0.27522442335019015
